#IDX KIND POS_X POS_Y POS_Z EUL_PSI EUL_THETA EUL_PHI
1726 turn -15.5 0.5 -5.5 1.57079632679 -1.57079632679 0
1727 straight -15.5 0.5 -4.5 0.0 -0.0 3.14159265359
1728 turn -15.5 0.5 -3.5 0.0 -0.0 1.57079632679
1729 turntwist -15.5 1.5 -3.5 -1.57079632679 -0.0 0.0
1730 turn -14.5 1.5 -3.5 -1.57079632679 -0.0 -1.57079632679
1731 turntwist -14.5 0.5 -3.5 1.57079632679 -1.57079632679 0
1732 turn -14.5 0.5 -2.5 0.0 -0.0 1.57079632679
1733 turntwist -14.5 1.5 -2.5 1.57079632679 -0.0 3.14159265359
1734 turn -15.5 1.5 -2.5 1.57079632679 -0.0 -1.57079632679
1735 turntwist -15.5 0.5 -2.5 1.57079632679 -1.57079632679 0
1736 turntwist -15.5 0.5 -1.5 0.0 -0.0 0.0
1737 turn -14.5 0.5 -1.5 -3.14159265359 -1.57079632679 0
1738 turn -14.5 0.5 -0.5 0.0 -0.0 3.14159265359
1739 turntwist -15.5 0.5 -0.5 -1.57079632679 -0.0 1.57079632679
1740 turn -15.5 1.5 -0.5 -1.57079632679 -0.0 0.0
1741 turntwist -14.5 1.5 -0.5 0.0 1.57079632679 0
1742 turn -14.5 1.5 -1.5 3.14159265359 -0.0 3.14159265359
1743 turntwist -15.5 1.5 -1.5 -1.57079632679 -0.0 1.57079632679
1744 turn -15.5 2.5 -1.5 -1.57079632679 -0.0 0.0
1745 turntwist -14.5 2.5 -1.5 -3.14159265359 -1.57079632679 0
1746 turn -14.5 2.5 -0.5 0.0 -0.0 3.14159265359
1747 turntwist -15.5 2.5 -0.5 -1.57079632679 -0.0 1.57079632679
1748 turn -15.5 3.5 -0.5 -1.57079632679 -0.0 0.0
1749 turntwist -14.5 3.5 -0.5 0.0 1.57079632679 0
1750 turn -14.5 3.5 -1.5 3.14159265359 -0.0 3.14159265359
1751 turn -15.5 3.5 -1.5 3.14159265359 1.57079632679 0
1752 straight -15.5 3.5 -2.5 3.14159265359 -0.0 -1.57079632679
1753 turntwist -15.5 3.5 -3.5 3.14159265359 -0.0 -1.57079632679
1754 turn -15.5 2.5 -3.5 1.57079632679 -1.57079632679 0
1755 turntwist -15.5 2.5 -2.5 0.0 -0.0 0.0
1756 turn -14.5 2.5 -2.5 0.0 1.57079632679 0
1757 turntwist -14.5 2.5 -3.5 3.14159265359 -0.0 1.57079632679
1758 turn -14.5 3.5 -3.5 -1.57079632679 -1.57079632679 0
1759 turntwist -14.5 3.5 -2.5 0.0 -0.0 0.0
1760 turn -13.5 3.5 -2.5 0.0 1.57079632679 0
1761 turntwist -13.5 3.5 -3.5 3.14159265359 -0.0 -1.57079632679
1762 turn -13.5 2.5 -3.5 1.57079632679 -1.57079632679 0
1763 turntwist -13.5 2.5 -2.5 0.0 -0.0 0.0
1764 turn -12.5 2.5 -2.5 0.0 1.57079632679 0
1765 turntwist -12.5 2.5 -3.5 3.14159265359 -0.0 1.57079632679
1766 turn -12.5 3.5 -3.5 -1.57079632679 -1.57079632679 0
1767 straight -12.5 3.5 -2.5 0.0 -0.0 0.0
1768 turntwist -12.5 3.5 -1.5 0.0 -0.0 3.14159265359
1769 turn -13.5 3.5 -1.5 0.0 -1.57079632679 0
1770 turn -13.5 3.5 -0.5 0.0 -0.0 0.0
1771 turntwist -12.5 3.5 -0.5 -1.57079632679 -0.0 -1.57079632679
1772 turn -12.5 2.5 -0.5 -1.57079632679 -0.0 3.14159265359
1773 turntwist -13.5 2.5 -0.5 3.14159265359 1.57079632679 0
1774 turn -13.5 2.5 -1.5 3.14159265359 -0.0 0.0
1775 turntwist -12.5 2.5 -1.5 -1.57079632679 -0.0 -1.57079632679
1776 turn -12.5 1.5 -1.5 -1.57079632679 -0.0 3.14159265359
1777 turntwist -13.5 1.5 -1.5 0.0 -1.57079632679 0
1778 turn -13.5 1.5 -0.5 0.0 -0.0 0.0
1779 turntwist -12.5 1.5 -0.5 -1.57079632679 -0.0 -1.57079632679
1780 turn -12.5 0.5 -0.5 -1.57079632679 -0.0 3.14159265359
1781 turntwist -13.5 0.5 -0.5 3.14159265359 1.57079632679 0
1782 turn -13.5 0.5 -1.5 3.14159265359 -0.0 0.0
1783 turn -12.5 0.5 -1.5 0.0 1.57079632679 0
1784 turntwist -12.5 0.5 -2.5 3.14159265359 -0.0 1.57079632679
1785 turntwist -12.5 1.5 -2.5 1.57079632679 -0.0 3.14159265359
1786 turn -13.5 1.5 -2.5 1.57079632679 -0.0 -1.57079632679
1787 turntwist -13.5 0.5 -2.5 1.57079632679 1.57079632679 0
1788 turn -13.5 0.5 -3.5 3.14159265359 -0.0 1.57079632679
1789 turntwist -13.5 1.5 -3.5 -1.57079632679 -0.0 0.0
1790 turn -12.5 1.5 -3.5 -1.57079632679 -0.0 -1.57079632679
1791 turn -12.5 0.5 -3.5 1.57079632679 -0.0 0.0
1792 turn -11.5 0.5 -3.5 1.57079632679 -0.0 1.57079632679
1793 turn -11.5 1.5 -3.5 -1.57079632679 -0.0 0.0
1794 turn -10.5 1.5 -3.5 -1.57079632679 -0.0 -1.57079632679
1795 turntwist -10.5 0.5 -3.5 1.57079632679 -1.57079632679 0
1796 turn -10.5 0.5 -2.5 0.0 -0.0 1.57079632679
1797 turntwist -10.5 1.5 -2.5 1.57079632679 -0.0 3.14159265359
1798 turn -11.5 1.5 -2.5 1.57079632679 -0.0 -1.57079632679
1799 turntwist -11.5 0.5 -2.5 1.57079632679 -1.57079632679 0
1800 turntwist -11.5 0.5 -1.5 0.0 -0.0 0.0
1801 turn -10.5 0.5 -1.5 -3.14159265359 -1.57079632679 0
1802 turn -10.5 0.5 -0.5 0.0 -0.0 3.14159265359
1803 turntwist -11.5 0.5 -0.5 -1.57079632679 -0.0 1.57079632679
1804 turn -11.5 1.5 -0.5 -1.57079632679 -0.0 0.0
1805 turntwist -10.5 1.5 -0.5 0.0 1.57079632679 0
1806 turn -10.5 1.5 -1.5 3.14159265359 -0.0 3.14159265359
1807 turntwist -11.5 1.5 -1.5 -1.57079632679 -0.0 1.57079632679
1808 turn -11.5 2.5 -1.5 -1.57079632679 -0.0 0.0
1809 turntwist -10.5 2.5 -1.5 -3.14159265359 -1.57079632679 0
1810 turn -10.5 2.5 -0.5 0.0 -0.0 3.14159265359
1811 turntwist -11.5 2.5 -0.5 -1.57079632679 -0.0 1.57079632679
1812 turn -11.5 3.5 -0.5 -1.57079632679 -0.0 0.0
1813 turntwist -10.5 3.5 -0.5 0.0 1.57079632679 0
1814 turn -10.5 3.5 -1.5 3.14159265359 -0.0 3.14159265359
1815 turn -11.5 3.5 -1.5 3.14159265359 1.57079632679 0
1816 straight -11.5 3.5 -2.5 3.14159265359 -0.0 -1.57079632679
1817 turntwist -11.5 3.5 -3.5 3.14159265359 -0.0 -1.57079632679
1818 turn -11.5 2.5 -3.5 1.57079632679 -1.57079632679 0
1819 turntwist -11.5 2.5 -2.5 0.0 -0.0 0.0
1820 turn -10.5 2.5 -2.5 0.0 1.57079632679 0
1821 turntwist -10.5 2.5 -3.5 3.14159265359 -0.0 1.57079632679
1822 turn -10.5 3.5 -3.5 -1.57079632679 -1.57079632679 0
1823 turntwist -10.5 3.5 -2.5 0.0 -0.0 0.0
1824 turn -9.5 3.5 -2.5 0.0 1.57079632679 0
1825 turntwist -9.5 3.5 -3.5 3.14159265359 -0.0 -1.57079632679
1826 turn -9.5 2.5 -3.5 1.57079632679 -1.57079632679 0
1827 turntwist -9.5 2.5 -2.5 0.0 -0.0 0.0
1828 turn -8.5 2.5 -2.5 0.0 1.57079632679 0
1829 turntwist -8.5 2.5 -3.5 3.14159265359 -0.0 1.57079632679
1830 turn -8.5 3.5 -3.5 -1.57079632679 -1.57079632679 0
1831 straight -8.5 3.5 -2.5 0.0 -0.0 0.0
1832 turntwist -8.5 3.5 -1.5 0.0 -0.0 3.14159265359
1833 turn -9.5 3.5 -1.5 0.0 -1.57079632679 0
1834 turn -9.5 3.5 -0.5 0.0 -0.0 0.0
1835 turntwist -8.5 3.5 -0.5 -1.57079632679 -0.0 -1.57079632679
1836 turn -8.5 2.5 -0.5 -1.57079632679 -0.0 3.14159265359
1837 turntwist -9.5 2.5 -0.5 3.14159265359 1.57079632679 0
1838 turn -9.5 2.5 -1.5 3.14159265359 -0.0 0.0
1839 turntwist -8.5 2.5 -1.5 -1.57079632679 -0.0 -1.57079632679
1840 turn -8.5 1.5 -1.5 -1.57079632679 -0.0 3.14159265359
1841 turntwist -9.5 1.5 -1.5 0.0 -1.57079632679 0
1842 turn -9.5 1.5 -0.5 0.0 -0.0 0.0
1843 turntwist -8.5 1.5 -0.5 -1.57079632679 -0.0 -1.57079632679
1844 turn -8.5 0.5 -0.5 -1.57079632679 -0.0 3.14159265359
1845 turntwist -9.5 0.5 -0.5 3.14159265359 1.57079632679 0
1846 turn -9.5 0.5 -1.5 3.14159265359 -0.0 0.0
1847 turn -8.5 0.5 -1.5 0.0 1.57079632679 0
1848 turntwist -8.5 0.5 -2.5 3.14159265359 -0.0 1.57079632679
1849 turntwist -8.5 1.5 -2.5 1.57079632679 -0.0 3.14159265359
1850 turn -9.5 1.5 -2.5 1.57079632679 -0.0 -1.57079632679
1851 turntwist -9.5 0.5 -2.5 1.57079632679 1.57079632679 0
1852 turn -9.5 0.5 -3.5 3.14159265359 -0.0 1.57079632679
1853 turntwist -9.5 1.5 -3.5 -1.57079632679 -0.0 0.0
1854 turn -8.5 1.5 -3.5 -1.57079632679 -0.0 -1.57079632679
1855 turntwist -8.5 0.5 -3.5 1.57079632679 1.57079632679 0
1856 straight -8.5 0.5 -4.5 3.14159265359 -0.0 0.0
1857 turn -8.5 0.5 -5.5 3.14159265359 -0.0 1.57079632679
1858 turn -8.5 1.5 -5.5 -1.57079632679 -1.57079632679 0
1859 turntwist -8.5 1.5 -4.5 0.0 -0.0 3.14159265359
1860 turn -9.5 1.5 -4.5 3.14159265359 1.57079632679 0
1861 turntwist -9.5 1.5 -5.5 3.14159265359 -0.0 -1.57079632679
1862 turn -9.5 0.5 -5.5 1.57079632679 -1.57079632679 0
1863 turntwist -9.5 0.5 -4.5 0.0 -0.0 3.14159265359
1864 turntwist -10.5 0.5 -4.5 -1.57079632679 -0.0 1.57079632679
1865 turn -10.5 1.5 -4.5 1.57079632679 -0.0 3.14159265359
1866 turn -11.5 1.5 -4.5 1.57079632679 -0.0 -1.57079632679
1867 turntwist -11.5 0.5 -4.5 1.57079632679 1.57079632679 0
1868 turn -11.5 0.5 -5.5 3.14159265359 -0.0 1.57079632679
1869 turntwist -11.5 1.5 -5.5 -1.57079632679 -0.0 0.0
1870 turn -10.5 1.5 -5.5 -1.57079632679 -0.0 -1.57079632679
1871 turntwist -10.5 0.5 -5.5 1.57079632679 1.57079632679 0
1872 turn -10.5 0.5 -6.5 3.14159265359 -0.0 1.57079632679
1873 turntwist -10.5 1.5 -6.5 1.57079632679 -0.0 3.14159265359
1874 turn -11.5 1.5 -6.5 1.57079632679 -0.0 -1.57079632679
1875 turntwist -11.5 0.5 -6.5 1.57079632679 1.57079632679 0
1876 turn -11.5 0.5 -7.5 3.14159265359 -0.0 1.57079632679
1877 turntwist -11.5 1.5 -7.5 -1.57079632679 -0.0 0.0
1878 turn -10.5 1.5 -7.5 -1.57079632679 -0.0 -1.57079632679
1879 turn -10.5 0.5 -7.5 1.57079632679 -0.0 0.0
1880 straight -9.5 0.5 -7.5 -3.14159265359 -1.57079632679 0
1881 turntwist -8.5 0.5 -7.5 -3.14159265359 -1.57079632679 0
1882 turn -8.5 0.5 -6.5 0.0 -0.0 3.14159265359
1883 turntwist -9.5 0.5 -6.5 -1.57079632679 -0.0 1.57079632679
1884 turn -9.5 1.5 -6.5 -1.57079632679 -0.0 0.0
1885 turntwist -8.5 1.5 -6.5 0.0 1.57079632679 0
1886 turn -8.5 1.5 -7.5 3.14159265359 -0.0 3.14159265359
1887 turntwist -9.5 1.5 -7.5 -1.57079632679 -0.0 1.57079632679
1888 turn -9.5 2.5 -7.5 -1.57079632679 -0.0 0.0
1889 turntwist -8.5 2.5 -7.5 -3.14159265359 -1.57079632679 0
1890 turn -8.5 2.5 -6.5 0.0 -0.0 3.14159265359
1891 turntwist -9.5 2.5 -6.5 -1.57079632679 -0.0 1.57079632679
1892 turn -9.5 3.5 -6.5 -1.57079632679 -0.0 0.0
1893 turntwist -8.5 3.5 -6.5 0.0 1.57079632679 0
1894 turn -8.5 3.5 -7.5 3.14159265359 -0.0 3.14159265359
1895 straight -9.5 3.5 -7.5 -1.57079632679 -0.0 1.57079632679
1896 turntwist -10.5 3.5 -7.5 1.57079632679 -0.0 -1.57079632679
1897 turn -10.5 2.5 -7.5 -1.57079632679 -0.0 3.14159265359
1898 turn -11.5 2.5 -7.5 -1.57079632679 -0.0 1.57079632679
1899 turntwist -11.5 3.5 -7.5 -1.57079632679 -1.57079632679 0
1900 turn -11.5 3.5 -6.5 0.0 -0.0 -1.57079632679
1901 turntwist -11.5 2.5 -6.5 1.57079632679 -0.0 0.0
1902 turn -10.5 2.5 -6.5 1.57079632679 -0.0 1.57079632679
1903 turntwist -10.5 3.5 -6.5 -1.57079632679 -1.57079632679 0
1904 turn -10.5 3.5 -5.5 0.0 -0.0 -1.57079632679
1905 turntwist -10.5 2.5 -5.5 -1.57079632679 -0.0 3.14159265359
1906 turn -11.5 2.5 -5.5 -1.57079632679 -0.0 1.57079632679
1907 turntwist -11.5 3.5 -5.5 -1.57079632679 -1.57079632679 0
1908 turn -11.5 3.5 -4.5 0.0 -0.0 -1.57079632679
1909 turntwist -11.5 2.5 -4.5 1.57079632679 -0.0 0.0
1910 turn -10.5 2.5 -4.5 1.57079632679 -0.0 1.57079632679
1911 turn -10.5 3.5 -4.5 -1.57079632679 -0.0 0.0
1912 turntwist -9.5 3.5 -4.5 0.0 1.57079632679 0
1913 turntwist -9.5 3.5 -5.5 3.14159265359 -0.0 -1.57079632679
1914 turn -9.5 2.5 -5.5 1.57079632679 -1.57079632679 0
1915 turntwist -9.5 2.5 -4.5 0.0 -0.0 0.0
1916 turn -8.5 2.5 -4.5 0.0 1.57079632679 0
1917 turntwist -8.5 2.5 -5.5 3.14159265359 -0.0 1.57079632679
1918 turn -8.5 3.5 -5.5 -1.57079632679 -1.57079632679 0
1919 turn -8.5 3.5 -4.5 0.0 -0.0 1.57079632679
1920 turn -8.5 4.5 -4.5 -1.57079632679 1.57079632679 0
1921 turn -8.5 4.5 -5.5 3.14159265359 -0.0 1.57079632679
1922 turn -8.5 5.5 -5.5 -1.57079632679 -1.57079632679 0
1923 turntwist -8.5 5.5 -4.5 0.0 -0.0 3.14159265359
1924 turn -9.5 5.5 -4.5 3.14159265359 1.57079632679 0
1925 turntwist -9.5 5.5 -5.5 3.14159265359 -0.0 -1.57079632679
1926 turn -9.5 4.5 -5.5 1.57079632679 -1.57079632679 0
1927 turntwist -9.5 4.5 -4.5 0.0 -0.0 3.14159265359
1928 turntwist -10.5 4.5 -4.5 -1.57079632679 -0.0 1.57079632679
1929 turn -10.5 5.5 -4.5 1.57079632679 -0.0 3.14159265359
1930 turn -11.5 5.5 -4.5 1.57079632679 -0.0 -1.57079632679
1931 turntwist -11.5 4.5 -4.5 1.57079632679 1.57079632679 0
1932 turn -11.5 4.5 -5.5 3.14159265359 -0.0 1.57079632679
1933 turntwist -11.5 5.5 -5.5 -1.57079632679 -0.0 0.0
1934 turn -10.5 5.5 -5.5 -1.57079632679 -0.0 -1.57079632679
1935 turntwist -10.5 4.5 -5.5 1.57079632679 1.57079632679 0
1936 turn -10.5 4.5 -6.5 3.14159265359 -0.0 1.57079632679
1937 turntwist -10.5 5.5 -6.5 1.57079632679 -0.0 3.14159265359
1938 turn -11.5 5.5 -6.5 1.57079632679 -0.0 -1.57079632679
1939 turntwist -11.5 4.5 -6.5 1.57079632679 1.57079632679 0
1940 turn -11.5 4.5 -7.5 3.14159265359 -0.0 1.57079632679
1941 turntwist -11.5 5.5 -7.5 -1.57079632679 -0.0 0.0
1942 turn -10.5 5.5 -7.5 -1.57079632679 -0.0 -1.57079632679
1943 turn -10.5 4.5 -7.5 1.57079632679 -0.0 0.0
1944 straight -9.5 4.5 -7.5 -3.14159265359 -1.57079632679 0
1945 turntwist -8.5 4.5 -7.5 -3.14159265359 -1.57079632679 0
1946 turn -8.5 4.5 -6.5 0.0 -0.0 3.14159265359
1947 turntwist -9.5 4.5 -6.5 -1.57079632679 -0.0 1.57079632679
1948 turn -9.5 5.5 -6.5 -1.57079632679 -0.0 0.0
1949 turntwist -8.5 5.5 -6.5 0.0 1.57079632679 0
1950 turn -8.5 5.5 -7.5 3.14159265359 -0.0 3.14159265359
1951 turntwist -9.5 5.5 -7.5 -1.57079632679 -0.0 1.57079632679
1952 turn -9.5 6.5 -7.5 -1.57079632679 -0.0 0.0
1953 turntwist -8.5 6.5 -7.5 -3.14159265359 -1.57079632679 0
1954 turn -8.5 6.5 -6.5 0.0 -0.0 3.14159265359
1955 turntwist -9.5 6.5 -6.5 -1.57079632679 -0.0 1.57079632679
1956 turn -9.5 7.5 -6.5 -1.57079632679 -0.0 0.0
1957 turntwist -8.5 7.5 -6.5 0.0 1.57079632679 0
1958 turn -8.5 7.5 -7.5 3.14159265359 -0.0 3.14159265359
1959 straight -9.5 7.5 -7.5 -1.57079632679 -0.0 1.57079632679
1960 turntwist -10.5 7.5 -7.5 1.57079632679 -0.0 -1.57079632679
1961 turn -10.5 6.5 -7.5 -1.57079632679 -0.0 3.14159265359
1962 turn -11.5 6.5 -7.5 -1.57079632679 -0.0 1.57079632679
1963 turntwist -11.5 7.5 -7.5 -1.57079632679 -1.57079632679 0
1964 turn -11.5 7.5 -6.5 0.0 -0.0 -1.57079632679
1965 turntwist -11.5 6.5 -6.5 1.57079632679 -0.0 0.0
1966 turn -10.5 6.5 -6.5 1.57079632679 -0.0 1.57079632679
1967 turntwist -10.5 7.5 -6.5 -1.57079632679 -1.57079632679 0
1968 turn -10.5 7.5 -5.5 0.0 -0.0 -1.57079632679
1969 turntwist -10.5 6.5 -5.5 -1.57079632679 -0.0 3.14159265359
1970 turn -11.5 6.5 -5.5 -1.57079632679 -0.0 1.57079632679
1971 turntwist -11.5 7.5 -5.5 -1.57079632679 -1.57079632679 0
1972 turn -11.5 7.5 -4.5 0.0 -0.0 -1.57079632679
1973 turntwist -11.5 6.5 -4.5 1.57079632679 -0.0 0.0
1974 turn -10.5 6.5 -4.5 1.57079632679 -0.0 1.57079632679
1975 turn -10.5 7.5 -4.5 -1.57079632679 -0.0 0.0
1976 turntwist -9.5 7.5 -4.5 0.0 1.57079632679 0
1977 turntwist -9.5 7.5 -5.5 3.14159265359 -0.0 -1.57079632679
1978 turn -9.5 6.5 -5.5 1.57079632679 -1.57079632679 0
1979 turntwist -9.5 6.5 -4.5 0.0 -0.0 0.0
1980 turn -8.5 6.5 -4.5 0.0 1.57079632679 0
1981 turntwist -8.5 6.5 -5.5 3.14159265359 -0.0 1.57079632679
1982 turn -8.5 7.5 -5.5 -1.57079632679 -1.57079632679 0
1983 straight -8.5 7.5 -4.5 0.0 -0.0 0.0
1984 turntwist -8.5 7.5 -3.5 0.0 -0.0 3.14159265359
1985 turn -9.5 7.5 -3.5 0.0 -1.57079632679 0
1986 turn -9.5 7.5 -2.5 0.0 -0.0 0.0
1987 turntwist -8.5 7.5 -2.5 -1.57079632679 -0.0 -1.57079632679
1988 turn -8.5 6.5 -2.5 -1.57079632679 -0.0 3.14159265359
1989 turntwist -9.5 6.5 -2.5 3.14159265359 1.57079632679 0
1990 turn -9.5 6.5 -3.5 3.14159265359 -0.0 0.0
1991 turntwist -8.5 6.5 -3.5 -1.57079632679 -0.0 -1.57079632679
1992 turntwist -8.5 5.5 -3.5 1.57079632679 -1.57079632679 0
1993 turn -8.5 5.5 -2.5 0.0 -0.0 -1.57079632679
1994 turn -8.5 4.5 -2.5 1.57079632679 1.57079632679 0
1995 turntwist -8.5 4.5 -3.5 3.14159265359 -0.0 3.14159265359
1996 turn -9.5 4.5 -3.5 0.0 -1.57079632679 0
1997 turntwist -9.5 4.5 -2.5 0.0 -0.0 1.57079632679
1998 turn -9.5 5.5 -2.5 -1.57079632679 1.57079632679 0
1999 turntwist -9.5 5.5 -3.5 3.14159265359 -0.0 3.14159265359
2000 turn -10.5 5.5 -3.5 0.0 -1.57079632679 0
2001 turntwist -10.5 5.5 -2.5 0.0 -0.0 -1.57079632679
2002 turn -10.5 4.5 -2.5 1.57079632679 1.57079632679 0
2003 turntwist -10.5 4.5 -3.5 3.14159265359 -0.0 3.14159265359
2004 turn -11.5 4.5 -3.5 0.0 -1.57079632679 0
2005 turntwist -11.5 4.5 -2.5 0.0 -0.0 1.57079632679
2006 turn -11.5 5.5 -2.5 -1.57079632679 1.57079632679 0
2007 turn -11.5 5.5 -3.5 3.14159265359 -0.0 1.57079632679
2008 straight -11.5 6.5 -3.5 -1.57079632679 -0.0 0.0
2009 turntwist -11.5 7.5 -3.5 -1.57079632679 -0.0 0.0
2010 turn -10.5 7.5 -3.5 -1.57079632679 -0.0 -1.57079632679
2011 turntwist -10.5 6.5 -3.5 1.57079632679 -1.57079632679 0
2012 turn -10.5 6.5 -2.5 0.0 -0.0 1.57079632679
2013 turntwist -10.5 7.5 -2.5 1.57079632679 -0.0 3.14159265359
2014 turn -11.5 7.5 -2.5 1.57079632679 -0.0 -1.57079632679
2015 turntwist -11.5 6.5 -2.5 1.57079632679 -1.57079632679 0
2016 turn -11.5 6.5 -1.5 0.0 -0.0 1.57079632679
2017 turntwist -11.5 7.5 -1.5 -1.57079632679 -0.0 0.0
2018 turn -10.5 7.5 -1.5 -1.57079632679 -0.0 -1.57079632679
2019 turntwist -10.5 6.5 -1.5 1.57079632679 -1.57079632679 0
2020 turn -10.5 6.5 -0.5 0.0 -0.0 1.57079632679
2021 turntwist -10.5 7.5 -0.5 1.57079632679 -0.0 3.14159265359
2022 turn -11.5 7.5 -0.5 1.57079632679 -0.0 -1.57079632679
2023 straight -11.5 6.5 -0.5 1.57079632679 -1.57079632679 0
2024 turntwist -11.5 5.5 -0.5 1.57079632679 1.57079632679 0
2025 turn -11.5 5.5 -1.5 3.14159265359 -0.0 -1.57079632679
2026 turn -11.5 4.5 -1.5 1.57079632679 -1.57079632679 0
2027 turntwist -11.5 4.5 -0.5 0.0 -0.0 0.0
2028 turn -10.5 4.5 -0.5 0.0 1.57079632679 0
2029 turntwist -10.5 4.5 -1.5 3.14159265359 -0.0 1.57079632679
2030 turn -10.5 5.5 -1.5 -1.57079632679 -1.57079632679 0
2031 turntwist -10.5 5.5 -0.5 0.0 -0.0 0.0
2032 turn -9.5 5.5 -0.5 0.0 1.57079632679 0
2033 turntwist -9.5 5.5 -1.5 3.14159265359 -0.0 -1.57079632679
2034 turn -9.5 4.5 -1.5 1.57079632679 -1.57079632679 0
2035 turntwist -9.5 4.5 -0.5 0.0 -0.0 0.0
2036 turn -8.5 4.5 -0.5 0.0 1.57079632679 0
2037 turntwist -8.5 4.5 -1.5 3.14159265359 -0.0 1.57079632679
2038 turn -8.5 5.5 -1.5 -1.57079632679 -1.57079632679 0
2039 turn -8.5 5.5 -0.5 0.0 -0.0 1.57079632679
2040 turntwist -8.5 6.5 -0.5 1.57079632679 -0.0 3.14159265359
2041 turntwist -9.5 6.5 -0.5 3.14159265359 1.57079632679 0
2042 turn -9.5 6.5 -1.5 3.14159265359 -0.0 0.0
2043 turntwist -8.5 6.5 -1.5 1.57079632679 -0.0 1.57079632679
2044 turn -8.5 7.5 -1.5 1.57079632679 -0.0 3.14159265359
2045 turntwist -9.5 7.5 -1.5 0.0 -1.57079632679 0
2046 turn -9.5 7.5 -0.5 0.0 -0.0 0.0
2047 straight -8.5 7.5 -0.5 1.57079632679 -0.0 1.57079632679
2048 straight -7.5 7.5 -0.5 1.57079632679 -0.0 1.57079632679
2049 turn -6.5 7.5 -0.5 0.0 1.57079632679 0
2050 turn -6.5 7.5 -1.5 3.14159265359 -0.0 3.14159265359
2051 turntwist -7.5 7.5 -1.5 1.57079632679 -0.0 -1.57079632679
2052 turn -7.5 6.5 -1.5 1.57079632679 -0.0 0.0
2053 turntwist -6.5 6.5 -1.5 -3.14159265359 -1.57079632679 0
2054 turn -6.5 6.5 -0.5 0.0 -0.0 3.14159265359
2055 turntwist -7.5 6.5 -0.5 1.57079632679 -0.0 -1.57079632679
2056 turntwist -7.5 5.5 -0.5 1.57079632679 1.57079632679 0
2057 turn -7.5 5.5 -1.5 3.14159265359 -0.0 -1.57079632679
2058 turn -7.5 4.5 -1.5 1.57079632679 -1.57079632679 0
2059 turntwist -7.5 4.5 -0.5 0.0 -0.0 0.0
2060 turn -6.5 4.5 -0.5 0.0 1.57079632679 0
2061 turntwist -6.5 4.5 -1.5 3.14159265359 -0.0 1.57079632679
2062 turn -6.5 5.5 -1.5 -1.57079632679 -1.57079632679 0
2063 turntwist -6.5 5.5 -0.5 0.0 -0.0 0.0
2064 turn -5.5 5.5 -0.5 0.0 1.57079632679 0
2065 turntwist -5.5 5.5 -1.5 3.14159265359 -0.0 -1.57079632679
2066 turn -5.5 4.5 -1.5 1.57079632679 -1.57079632679 0
2067 turntwist -5.5 4.5 -0.5 0.0 -0.0 0.0
2068 turn -4.5 4.5 -0.5 0.0 1.57079632679 0
2069 turntwist -4.5 4.5 -1.5 3.14159265359 -0.0 1.57079632679
2070 turn -4.5 5.5 -1.5 -1.57079632679 -1.57079632679 0
2071 turn -4.5 5.5 -0.5 0.0 -0.0 1.57079632679
2072 straight -4.5 6.5 -0.5 1.57079632679 -0.0 3.14159265359
2073 turntwist -4.5 7.5 -0.5 1.57079632679 -0.0 3.14159265359
2074 turn -5.5 7.5 -0.5 1.57079632679 -0.0 -1.57079632679
2075 turntwist -5.5 6.5 -0.5 1.57079632679 1.57079632679 0
2076 turn -5.5 6.5 -1.5 3.14159265359 -0.0 1.57079632679
2077 turntwist -5.5 7.5 -1.5 -1.57079632679 -0.0 0.0
2078 turn -4.5 7.5 -1.5 -1.57079632679 -0.0 -1.57079632679
2079 turntwist -4.5 6.5 -1.5 1.57079632679 1.57079632679 0
2080 turn -4.5 6.5 -2.5 3.14159265359 -0.0 1.57079632679
2081 turntwist -4.5 7.5 -2.5 1.57079632679 -0.0 3.14159265359
2082 turn -5.5 7.5 -2.5 1.57079632679 -0.0 -1.57079632679
2083 turntwist -5.5 6.5 -2.5 1.57079632679 1.57079632679 0
2084 turn -5.5 6.5 -3.5 3.14159265359 -0.0 1.57079632679
2085 turntwist -5.5 7.5 -3.5 -1.57079632679 -0.0 0.0
2086 turn -4.5 7.5 -3.5 -1.57079632679 -0.0 -1.57079632679
2087 straight -4.5 6.5 -3.5 1.57079632679 1.57079632679 0
2088 turntwist -4.5 5.5 -3.5 1.57079632679 -1.57079632679 0
2089 turn -4.5 5.5 -2.5 0.0 -0.0 -1.57079632679
2090 turn -4.5 4.5 -2.5 1.57079632679 1.57079632679 0
2091 turntwist -4.5 4.5 -3.5 3.14159265359 -0.0 3.14159265359
2092 turn -5.5 4.5 -3.5 0.0 -1.57079632679 0
2093 turntwist -5.5 4.5 -2.5 0.0 -0.0 1.57079632679
2094 turn -5.5 5.5 -2.5 -1.57079632679 1.57079632679 0
2095 turntwist -5.5 5.5 -3.5 3.14159265359 -0.0 3.14159265359
2096 turn -6.5 5.5 -3.5 0.0 -1.57079632679 0
2097 turntwist -6.5 5.5 -2.5 0.0 -0.0 -1.57079632679
2098 turn -6.5 4.5 -2.5 1.57079632679 1.57079632679 0
2099 turntwist -6.5 4.5 -3.5 3.14159265359 -0.0 3.14159265359
2100 turn -7.5 4.5 -3.5 0.0 -1.57079632679 0
