#KIND POS_X POS_Y POS_Z EUL_PSI EUL_THETA EUL_PHI
turn 17.0 20.0 13.0 1.57079632679 1.57079632679 0
turntwist 17.0 20.0 12.0 3.14159265359 -0.0 0.0
turntwist 18.0 20.0 12.0 1.57079632679 -0.0 1.57079632679
turn 18.0 21.0 12.0 -1.57079632679 -0.0 0.0
turn 19.0 21.0 12.0 -1.57079632679 -0.0 -1.57079632679
turntwist 19.0 20.0 12.0 1.57079632679 -1.57079632679 0
turn 19.0 20.0 13.0 0.0 -0.0 1.57079632679
turntwist 19.0 21.0 13.0 1.57079632679 -0.0 3.14159265359
turn 18.0 21.0 13.0 1.57079632679 -0.0 -1.57079632679
turntwist 18.0 20.0 13.0 1.57079632679 -1.57079632679 0
turn 18.0 20.0 14.0 0.0 -0.0 1.57079632679
turntwist 18.0 21.0 14.0 -1.57079632679 -0.0 0.0
turn 19.0 21.0 14.0 -1.57079632679 -0.0 -1.57079632679
turntwist 19.0 20.0 14.0 1.57079632679 -1.57079632679 0
turn 19.0 20.0 15.0 0.0 -0.0 1.57079632679
turntwist 19.0 21.0 15.0 1.57079632679 -0.0 3.14159265359
turn 18.0 21.0 15.0 1.57079632679 -0.0 -1.57079632679
turn 18.0 20.0 15.0 -1.57079632679 -0.0 3.14159265359
straight 17.0 20.0 15.0 3.14159265359 1.57079632679 0
turntwist 16.0 20.0 15.0 3.14159265359 1.57079632679 0
turn 16.0 20.0 14.0 3.14159265359 -0.0 0.0
turntwist 17.0 20.0 14.0 1.57079632679 -0.0 1.57079632679
turn 17.0 21.0 14.0 1.57079632679 -0.0 3.14159265359
turntwist 16.0 21.0 14.0 0.0 -1.57079632679 0
turn 16.0 21.0 15.0 0.0 -0.0 0.0
turntwist 17.0 21.0 15.0 1.57079632679 -0.0 1.57079632679
turn 17.0 22.0 15.0 1.57079632679 -0.0 3.14159265359
turntwist 16.0 22.0 15.0 3.14159265359 1.57079632679 0
turn 16.0 22.0 14.0 3.14159265359 -0.0 0.0
turntwist 17.0 22.0 14.0 1.57079632679 -0.0 1.57079632679
turn 17.0 23.0 14.0 1.57079632679 -0.0 3.14159265359
turntwist 16.0 23.0 14.0 0.0 -1.57079632679 0
turn 16.0 23.0 15.0 0.0 -0.0 0.0
straight 17.0 23.0 15.0 1.57079632679 -0.0 1.57079632679
turntwist 18.0 23.0 15.0 -1.57079632679 -0.0 -1.57079632679
turn 18.0 22.0 15.0 1.57079632679 -0.0 0.0
turn 19.0 22.0 15.0 1.57079632679 -0.0 1.57079632679
turntwist 19.0 23.0 15.0 -1.57079632679 1.57079632679 0
turn 19.0 23.0 14.0 3.14159265359 -0.0 -1.57079632679
turntwist 19.0 22.0 14.0 -1.57079632679 -0.0 3.14159265359
turn 18.0 22.0 14.0 -1.57079632679 -0.0 1.57079632679
turntwist 18.0 23.0 14.0 -1.57079632679 1.57079632679 0
turn 18.0 23.0 13.0 3.14159265359 -0.0 -1.57079632679
turntwist 18.0 22.0 13.0 1.57079632679 -0.0 0.0
turn 19.0 22.0 13.0 1.57079632679 -0.0 1.57079632679
turntwist 19.0 23.0 13.0 -1.57079632679 1.57079632679 0
turn 19.0 23.0 12.0 3.14159265359 -0.0 -1.57079632679
turntwist 19.0 22.0 12.0 -1.57079632679 -0.0 3.14159265359
turn 18.0 22.0 12.0 -1.57079632679 -0.0 1.57079632679
turn 18.0 23.0 12.0 1.57079632679 -0.0 3.14159265359
turntwist 17.0 23.0 12.0 0.0 -1.57079632679 0
turntwist 17.0 23.0 13.0 0.0 -0.0 -1.57079632679
turn 17.0 22.0 13.0 1.57079632679 1.57079632679 0
turntwist 17.0 22.0 12.0 3.14159265359 -0.0 3.14159265359
turn 16.0 22.0 12.0 0.0 -1.57079632679 0
turntwist 16.0 22.0 13.0 0.0 -0.0 1.57079632679
turn 16.0 23.0 13.0 -1.57079632679 1.57079632679 0
straight 16.0 23.0 12.0 3.14159265359 -0.0 3.14159265359
turn 16.0 23.0 11.0 3.14159265359 -0.0 -1.57079632679
turntwist 16.0 22.0 11.0 1.57079632679 -0.0 0.0
turn 17.0 22.0 11.0 1.57079632679 -0.0 1.57079632679
turntwist 17.0 23.0 11.0 -1.57079632679 1.57079632679 0
turn 17.0 23.0 10.0 3.14159265359 -0.0 -1.57079632679
turntwist 17.0 22.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 16.0 22.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 16.0 23.0 10.0 -1.57079632679 1.57079632679 0
turntwist 16.0 23.0 9.0 3.14159265359 -0.0 0.0
turn 17.0 23.0 9.0 0.0 1.57079632679 0
turn 17.0 23.0 8.0 3.14159265359 -0.0 3.14159265359
turntwist 16.0 23.0 8.0 1.57079632679 -0.0 -1.57079632679
turn 16.0 22.0 8.0 1.57079632679 -0.0 0.0
turntwist 17.0 22.0 8.0 -3.14159265359 -1.57079632679 0
turn 17.0 22.0 9.0 0.0 -0.0 3.14159265359
turntwist 16.0 22.0 9.0 1.57079632679 -0.0 -1.57079632679
turn 16.0 21.0 9.0 1.57079632679 -0.0 0.0
turntwist 17.0 21.0 9.0 0.0 1.57079632679 0
turn 17.0 21.0 8.0 3.14159265359 -0.0 3.14159265359
turntwist 16.0 21.0 8.0 1.57079632679 -0.0 -1.57079632679
turn 16.0 20.0 8.0 1.57079632679 -0.0 0.0
turntwist 17.0 20.0 8.0 -3.14159265359 -1.57079632679 0
turn 17.0 20.0 9.0 0.0 -0.0 3.14159265359
turn 16.0 20.0 9.0 0.0 -1.57079632679 0
straight 16.0 20.0 10.0 0.0 -0.0 1.57079632679
turntwist 16.0 20.0 11.0 0.0 -0.0 1.57079632679
turn 16.0 21.0 11.0 -1.57079632679 1.57079632679 0
turntwist 16.0 21.0 10.0 3.14159265359 -0.0 0.0
turn 17.0 21.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 17.0 21.0 11.0 0.0 -0.0 -1.57079632679
turn 17.0 20.0 11.0 1.57079632679 1.57079632679 0
turntwist 17.0 20.0 10.0 3.14159265359 -0.0 0.0
turn 18.0 20.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 18.0 20.0 11.0 0.0 -0.0 1.57079632679
turn 18.0 21.0 11.0 -1.57079632679 1.57079632679 0
turntwist 18.0 21.0 10.0 3.14159265359 -0.0 0.0
turn 19.0 21.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 19.0 21.0 11.0 0.0 -0.0 -1.57079632679
turn 19.0 20.0 11.0 1.57079632679 1.57079632679 0
straight 19.0 20.0 10.0 3.14159265359 -0.0 0.0
turntwist 19.0 20.0 9.0 3.14159265359 -0.0 3.14159265359
turn 18.0 20.0 9.0 3.14159265359 1.57079632679 0
turn 18.0 20.0 8.0 3.14159265359 -0.0 0.0
turntwist 19.0 20.0 8.0 1.57079632679 -0.0 1.57079632679
turn 19.0 21.0 8.0 1.57079632679 -0.0 3.14159265359
turntwist 18.0 21.0 8.0 0.0 -1.57079632679 0
turn 18.0 21.0 9.0 0.0 -0.0 0.0
turntwist 19.0 21.0 9.0 1.57079632679 -0.0 1.57079632679
turn 19.0 22.0 9.0 1.57079632679 -0.0 3.14159265359
turntwist 18.0 22.0 9.0 3.14159265359 1.57079632679 0
turn 18.0 22.0 8.0 3.14159265359 -0.0 0.0
turntwist 19.0 22.0 8.0 1.57079632679 -0.0 1.57079632679
turn 19.0 23.0 8.0 1.57079632679 -0.0 3.14159265359
turntwist 18.0 23.0 8.0 0.0 -1.57079632679 0
turn 18.0 23.0 9.0 0.0 -0.0 0.0
turn 19.0 23.0 9.0 -3.14159265359 -1.57079632679 0
turntwist 19.0 23.0 10.0 0.0 -0.0 -1.57079632679
turntwist 19.0 22.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 18.0 22.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 18.0 23.0 10.0 -1.57079632679 -1.57079632679 0
turn 18.0 23.0 11.0 0.0 -0.0 -1.57079632679
turntwist 18.0 22.0 11.0 1.57079632679 -0.0 0.0
turn 19.0 22.0 11.0 1.57079632679 -0.0 1.57079632679
turn 19.0 23.0 11.0 -1.57079632679 -0.0 0.0
turn 20.0 23.0 11.0 -1.57079632679 -0.0 -1.57079632679
turn 20.0 22.0 11.0 1.57079632679 -0.0 0.0
turn 21.0 22.0 11.0 1.57079632679 -0.0 1.57079632679
turntwist 21.0 23.0 11.0 -1.57079632679 1.57079632679 0
turn 21.0 23.0 10.0 3.14159265359 -0.0 -1.57079632679
turntwist 21.0 22.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 22.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 23.0 10.0 -1.57079632679 1.57079632679 0
turntwist 20.0 23.0 9.0 3.14159265359 -0.0 0.0
turn 21.0 23.0 9.0 0.0 1.57079632679 0
turn 21.0 23.0 8.0 3.14159265359 -0.0 3.14159265359
turntwist 20.0 23.0 8.0 1.57079632679 -0.0 -1.57079632679
turn 20.0 22.0 8.0 1.57079632679 -0.0 0.0
turntwist 21.0 22.0 8.0 -3.14159265359 -1.57079632679 0
turn 21.0 22.0 9.0 0.0 -0.0 3.14159265359
turntwist 20.0 22.0 9.0 1.57079632679 -0.0 -1.57079632679
turn 20.0 21.0 9.0 1.57079632679 -0.0 0.0
turntwist 21.0 21.0 9.0 0.0 1.57079632679 0
turn 21.0 21.0 8.0 3.14159265359 -0.0 3.14159265359
turntwist 20.0 21.0 8.0 1.57079632679 -0.0 -1.57079632679
turn 20.0 20.0 8.0 1.57079632679 -0.0 0.0
turntwist 21.0 20.0 8.0 -3.14159265359 -1.57079632679 0
turn 21.0 20.0 9.0 0.0 -0.0 3.14159265359
turn 20.0 20.0 9.0 0.0 -1.57079632679 0
straight 20.0 20.0 10.0 0.0 -0.0 1.57079632679
turntwist 20.0 20.0 11.0 0.0 -0.0 1.57079632679
turn 20.0 21.0 11.0 -1.57079632679 1.57079632679 0
turntwist 20.0 21.0 10.0 3.14159265359 -0.0 0.0
turn 21.0 21.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 21.0 21.0 11.0 0.0 -0.0 -1.57079632679
turn 21.0 20.0 11.0 1.57079632679 1.57079632679 0
turntwist 21.0 20.0 10.0 3.14159265359 -0.0 0.0
turn 22.0 20.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 22.0 20.0 11.0 0.0 -0.0 1.57079632679
turn 22.0 21.0 11.0 -1.57079632679 1.57079632679 0
turntwist 22.0 21.0 10.0 3.14159265359 -0.0 0.0
turn 23.0 21.0 10.0 -3.14159265359 -1.57079632679 0
turntwist 23.0 21.0 11.0 0.0 -0.0 -1.57079632679
turn 23.0 20.0 11.0 1.57079632679 1.57079632679 0
straight 23.0 20.0 10.0 3.14159265359 -0.0 0.0
turntwist 23.0 20.0 9.0 3.14159265359 -0.0 3.14159265359
turn 22.0 20.0 9.0 3.14159265359 1.57079632679 0
turn 22.0 20.0 8.0 3.14159265359 -0.0 0.0
turntwist 23.0 20.0 8.0 1.57079632679 -0.0 1.57079632679
turn 23.0 21.0 8.0 1.57079632679 -0.0 3.14159265359
turntwist 22.0 21.0 8.0 0.0 -1.57079632679 0
turn 22.0 21.0 9.0 0.0 -0.0 0.0
turntwist 23.0 21.0 9.0 1.57079632679 -0.0 1.57079632679
turn 23.0 22.0 9.0 1.57079632679 -0.0 3.14159265359
turntwist 22.0 22.0 9.0 3.14159265359 1.57079632679 0
turn 22.0 22.0 8.0 3.14159265359 -0.0 0.0
turntwist 23.0 22.0 8.0 1.57079632679 -0.0 1.57079632679
turn 23.0 23.0 8.0 1.57079632679 -0.0 3.14159265359
turntwist 22.0 23.0 8.0 0.0 -1.57079632679 0
turn 22.0 23.0 9.0 0.0 -0.0 0.0
turn 23.0 23.0 9.0 -3.14159265359 -1.57079632679 0
turntwist 23.0 23.0 10.0 0.0 -0.0 -1.57079632679
turntwist 23.0 22.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 22.0 22.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 22.0 23.0 10.0 -1.57079632679 -1.57079632679 0
turn 22.0 23.0 11.0 0.0 -0.0 -1.57079632679
turntwist 22.0 22.0 11.0 1.57079632679 -0.0 0.0
turn 23.0 22.0 11.0 1.57079632679 -0.0 1.57079632679
turntwist 23.0 23.0 11.0 -1.57079632679 -1.57079632679 0
straight 23.0 23.0 12.0 0.0 -0.0 0.0
turn 23.0 23.0 13.0 0.0 -0.0 -1.57079632679
turn 23.0 22.0 13.0 1.57079632679 1.57079632679 0
turntwist 23.0 22.0 12.0 3.14159265359 -0.0 3.14159265359
turn 22.0 22.0 12.0 0.0 -1.57079632679 0
turntwist 22.0 22.0 13.0 0.0 -0.0 1.57079632679
turn 22.0 23.0 13.0 -1.57079632679 1.57079632679 0
turntwist 22.0 23.0 12.0 3.14159265359 -0.0 3.14159265359
turntwist 21.0 23.0 12.0 1.57079632679 -0.0 -1.57079632679
turn 21.0 22.0 12.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 22.0 12.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 23.0 12.0 -1.57079632679 -1.57079632679 0
turn 20.0 23.0 13.0 0.0 -0.0 -1.57079632679
turntwist 20.0 22.0 13.0 1.57079632679 -0.0 0.0
turn 21.0 22.0 13.0 1.57079632679 -0.0 1.57079632679
turntwist 21.0 23.0 13.0 -1.57079632679 -1.57079632679 0
turn 21.0 23.0 14.0 0.0 -0.0 -1.57079632679
turntwist 21.0 22.0 14.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 22.0 14.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 23.0 14.0 -1.57079632679 -1.57079632679 0
turn 20.0 23.0 15.0 0.0 -0.0 -1.57079632679
turntwist 20.0 22.0 15.0 1.57079632679 -0.0 0.0
turn 21.0 22.0 15.0 1.57079632679 -0.0 1.57079632679
turn 21.0 23.0 15.0 -1.57079632679 -0.0 0.0
straight 22.0 23.0 15.0 0.0 1.57079632679 0
turntwist 23.0 23.0 15.0 0.0 1.57079632679 0
turn 23.0 23.0 14.0 3.14159265359 -0.0 3.14159265359
turntwist 22.0 23.0 14.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 22.0 14.0 1.57079632679 -0.0 0.0
turntwist 23.0 22.0 14.0 -3.14159265359 -1.57079632679 0
turn 23.0 22.0 15.0 0.0 -0.0 3.14159265359
turntwist 22.0 22.0 15.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 21.0 15.0 1.57079632679 -0.0 0.0
turntwist 23.0 21.0 15.0 0.0 1.57079632679 0
turn 23.0 21.0 14.0 3.14159265359 -0.0 3.14159265359
turntwist 22.0 21.0 14.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 20.0 14.0 1.57079632679 -0.0 0.0
turntwist 23.0 20.0 14.0 -3.14159265359 -1.57079632679 0
turn 23.0 20.0 15.0 0.0 -0.0 3.14159265359
straight 22.0 20.0 15.0 1.57079632679 -0.0 -1.57079632679
turntwist 21.0 20.0 15.0 -1.57079632679 -0.0 1.57079632679
turn 21.0 21.0 15.0 1.57079632679 -0.0 3.14159265359
turn 20.0 21.0 15.0 1.57079632679 -0.0 -1.57079632679
turntwist 20.0 20.0 15.0 1.57079632679 1.57079632679 0
turn 20.0 20.0 14.0 3.14159265359 -0.0 1.57079632679
turntwist 20.0 21.0 14.0 -1.57079632679 -0.0 0.0
turn 21.0 21.0 14.0 -1.57079632679 -0.0 -1.57079632679
turntwist 21.0 20.0 14.0 1.57079632679 1.57079632679 0
turn 21.0 20.0 13.0 3.14159265359 -0.0 1.57079632679
turntwist 21.0 21.0 13.0 1.57079632679 -0.0 3.14159265359
turn 20.0 21.0 13.0 1.57079632679 -0.0 -1.57079632679
turntwist 20.0 20.0 13.0 1.57079632679 1.57079632679 0
turn 20.0 20.0 12.0 3.14159265359 -0.0 1.57079632679
turntwist 20.0 21.0 12.0 -1.57079632679 -0.0 0.0
turn 21.0 21.0 12.0 -1.57079632679 -0.0 -1.57079632679
turn 21.0 20.0 12.0 1.57079632679 -0.0 0.0
turntwist 22.0 20.0 12.0 -3.14159265359 -1.57079632679 0
turntwist 22.0 20.0 13.0 0.0 -0.0 1.57079632679
turn 22.0 21.0 13.0 -1.57079632679 1.57079632679 0
turntwist 22.0 21.0 12.0 3.14159265359 -0.0 0.0
turn 23.0 21.0 12.0 -3.14159265359 -1.57079632679 0
turntwist 23.0 21.0 13.0 0.0 -0.0 -1.57079632679
turn 23.0 20.0 13.0 1.57079632679 1.57079632679 0
turn 23.0 20.0 12.0 3.14159265359 -0.0 -1.57079632679
turn 23.0 19.0 12.0 1.57079632679 -1.57079632679 0
turn 23.0 19.0 13.0 0.0 -0.0 -1.57079632679
turn 23.0 18.0 13.0 1.57079632679 1.57079632679 0
turntwist 23.0 18.0 12.0 3.14159265359 -0.0 3.14159265359
turn 22.0 18.0 12.0 0.0 -1.57079632679 0
turntwist 22.0 18.0 13.0 0.0 -0.0 1.57079632679
turn 22.0 19.0 13.0 -1.57079632679 1.57079632679 0
turntwist 22.0 19.0 12.0 3.14159265359 -0.0 3.14159265359
turntwist 21.0 19.0 12.0 1.57079632679 -0.0 -1.57079632679
turn 21.0 18.0 12.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 18.0 12.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 19.0 12.0 -1.57079632679 -1.57079632679 0
turn 20.0 19.0 13.0 0.0 -0.0 -1.57079632679
turntwist 20.0 18.0 13.0 1.57079632679 -0.0 0.0
turn 21.0 18.0 13.0 1.57079632679 -0.0 1.57079632679
turntwist 21.0 19.0 13.0 -1.57079632679 -1.57079632679 0
turn 21.0 19.0 14.0 0.0 -0.0 -1.57079632679
turntwist 21.0 18.0 14.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 18.0 14.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 19.0 14.0 -1.57079632679 -1.57079632679 0
turn 20.0 19.0 15.0 0.0 -0.0 -1.57079632679
turntwist 20.0 18.0 15.0 1.57079632679 -0.0 0.0
turn 21.0 18.0 15.0 1.57079632679 -0.0 1.57079632679
turn 21.0 19.0 15.0 -1.57079632679 -0.0 0.0
straight 22.0 19.0 15.0 0.0 1.57079632679 0
turntwist 23.0 19.0 15.0 0.0 1.57079632679 0
turn 23.0 19.0 14.0 3.14159265359 -0.0 3.14159265359
turntwist 22.0 19.0 14.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 18.0 14.0 1.57079632679 -0.0 0.0
turntwist 23.0 18.0 14.0 -3.14159265359 -1.57079632679 0
turn 23.0 18.0 15.0 0.0 -0.0 3.14159265359
turntwist 22.0 18.0 15.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 17.0 15.0 1.57079632679 -0.0 0.0
turntwist 23.0 17.0 15.0 0.0 1.57079632679 0
turn 23.0 17.0 14.0 3.14159265359 -0.0 3.14159265359
turntwist 22.0 17.0 14.0 1.57079632679 -0.0 -1.57079632679
turn 22.0 16.0 14.0 1.57079632679 -0.0 0.0
turntwist 23.0 16.0 14.0 -3.14159265359 -1.57079632679 0
turn 23.0 16.0 15.0 0.0 -0.0 3.14159265359
straight 22.0 16.0 15.0 1.57079632679 -0.0 -1.57079632679
turntwist 21.0 16.0 15.0 -1.57079632679 -0.0 1.57079632679
turn 21.0 17.0 15.0 1.57079632679 -0.0 3.14159265359
turn 20.0 17.0 15.0 1.57079632679 -0.0 -1.57079632679
turntwist 20.0 16.0 15.0 1.57079632679 1.57079632679 0
turn 20.0 16.0 14.0 3.14159265359 -0.0 1.57079632679
turntwist 20.0 17.0 14.0 -1.57079632679 -0.0 0.0
turn 21.0 17.0 14.0 -1.57079632679 -0.0 -1.57079632679
turntwist 21.0 16.0 14.0 1.57079632679 1.57079632679 0
turn 21.0 16.0 13.0 3.14159265359 -0.0 1.57079632679
turntwist 21.0 17.0 13.0 1.57079632679 -0.0 3.14159265359
turn 20.0 17.0 13.0 1.57079632679 -0.0 -1.57079632679
turntwist 20.0 16.0 13.0 1.57079632679 1.57079632679 0
turn 20.0 16.0 12.0 3.14159265359 -0.0 1.57079632679
turntwist 20.0 17.0 12.0 -1.57079632679 -0.0 0.0
turn 21.0 17.0 12.0 -1.57079632679 -0.0 -1.57079632679
turn 21.0 16.0 12.0 1.57079632679 -0.0 0.0
turntwist 22.0 16.0 12.0 -3.14159265359 -1.57079632679 0
turntwist 22.0 16.0 13.0 0.0 -0.0 1.57079632679
turn 22.0 17.0 13.0 -1.57079632679 1.57079632679 0
turntwist 22.0 17.0 12.0 3.14159265359 -0.0 0.0
turn 23.0 17.0 12.0 -3.14159265359 -1.57079632679 0
turntwist 23.0 17.0 13.0 0.0 -0.0 -1.57079632679
turn 23.0 16.0 13.0 1.57079632679 1.57079632679 0
straight 23.0 16.0 12.0 3.14159265359 -0.0 0.0
turntwist 23.0 16.0 11.0 3.14159265359 -0.0 3.14159265359
turn 22.0 16.0 11.0 3.14159265359 1.57079632679 0
turn 22.0 16.0 10.0 3.14159265359 -0.0 0.0
turntwist 23.0 16.0 10.0 1.57079632679 -0.0 1.57079632679
turn 23.0 17.0 10.0 1.57079632679 -0.0 3.14159265359
turntwist 22.0 17.0 10.0 0.0 -1.57079632679 0
turn 22.0 17.0 11.0 0.0 -0.0 0.0
turntwist 23.0 17.0 11.0 1.57079632679 -0.0 1.57079632679
turntwist 23.0 18.0 11.0 -1.57079632679 1.57079632679 0
turn 23.0 18.0 10.0 3.14159265359 -0.0 1.57079632679
turn 23.0 19.0 10.0 -1.57079632679 -1.57079632679 0
turntwist 23.0 19.0 11.0 0.0 -0.0 3.14159265359
turn 22.0 19.0 11.0 3.14159265359 1.57079632679 0
turntwist 22.0 19.0 10.0 3.14159265359 -0.0 -1.57079632679
turn 22.0 18.0 10.0 1.57079632679 -1.57079632679 0
turntwist 22.0 18.0 11.0 0.0 -0.0 3.14159265359
turn 21.0 18.0 11.0 3.14159265359 1.57079632679 0
turntwist 21.0 18.0 10.0 3.14159265359 -0.0 1.57079632679
turn 21.0 19.0 10.0 -1.57079632679 -1.57079632679 0
turntwist 21.0 19.0 11.0 0.0 -0.0 3.14159265359
turn 20.0 19.0 11.0 3.14159265359 1.57079632679 0
turntwist 20.0 19.0 10.0 3.14159265359 -0.0 -1.57079632679
turn 20.0 18.0 10.0 1.57079632679 -1.57079632679 0
turn 20.0 18.0 11.0 0.0 -0.0 -1.57079632679
straight 20.0 17.0 11.0 1.57079632679 -0.0 0.0
turntwist 20.0 16.0 11.0 1.57079632679 -0.0 0.0
turn 21.0 16.0 11.0 1.57079632679 -0.0 1.57079632679
turntwist 21.0 17.0 11.0 -1.57079632679 1.57079632679 0
turn 21.0 17.0 10.0 3.14159265359 -0.0 -1.57079632679
turntwist 21.0 16.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 16.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 20.0 17.0 10.0 -1.57079632679 1.57079632679 0
turn 20.0 17.0 9.0 3.14159265359 -0.0 -1.57079632679
turntwist 20.0 16.0 9.0 1.57079632679 -0.0 0.0
turn 21.0 16.0 9.0 1.57079632679 -0.0 1.57079632679
turntwist 21.0 17.0 9.0 -1.57079632679 1.57079632679 0
turn 21.0 17.0 8.0 3.14159265359 -0.0 -1.57079632679
turntwist 21.0 16.0 8.0 -1.57079632679 -0.0 3.14159265359
turn 20.0 16.0 8.0 -1.57079632679 -0.0 1.57079632679
straight 20.0 17.0 8.0 -1.57079632679 1.57079632679 0
turntwist 20.0 18.0 8.0 -1.57079632679 -1.57079632679 0
turn 20.0 18.0 9.0 0.0 -0.0 1.57079632679
turn 20.0 19.0 9.0 -1.57079632679 1.57079632679 0
turntwist 20.0 19.0 8.0 3.14159265359 -0.0 0.0
turn 21.0 19.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 21.0 19.0 9.0 0.0 -0.0 -1.57079632679
turn 21.0 18.0 9.0 1.57079632679 1.57079632679 0
turntwist 21.0 18.0 8.0 3.14159265359 -0.0 0.0
turn 22.0 18.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 22.0 18.0 9.0 0.0 -0.0 1.57079632679
turn 22.0 19.0 9.0 -1.57079632679 1.57079632679 0
turntwist 22.0 19.0 8.0 3.14159265359 -0.0 0.0
turn 23.0 19.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 23.0 19.0 9.0 0.0 -0.0 -1.57079632679
turn 23.0 18.0 9.0 1.57079632679 1.57079632679 0
turn 23.0 18.0 8.0 3.14159265359 -0.0 -1.57079632679
turntwist 23.0 17.0 8.0 -1.57079632679 -0.0 3.14159265359
turntwist 22.0 17.0 8.0 0.0 -1.57079632679 0
turn 22.0 17.0 9.0 0.0 -0.0 0.0
turntwist 23.0 17.0 9.0 -1.57079632679 -0.0 -1.57079632679
turn 23.0 16.0 9.0 -1.57079632679 -0.0 3.14159265359
turntwist 22.0 16.0 9.0 3.14159265359 1.57079632679 0
turn 22.0 16.0 8.0 3.14159265359 -0.0 0.0
straight 23.0 16.0 8.0 -1.57079632679 -0.0 -1.57079632679
straight 24.0 16.0 8.0 -1.57079632679 -0.0 -1.57079632679
turn 25.0 16.0 8.0 -3.14159265359 -1.57079632679 0
turn 25.0 16.0 9.0 0.0 -0.0 3.14159265359
turntwist 24.0 16.0 9.0 -1.57079632679 -0.0 1.57079632679
turn 24.0 17.0 9.0 -1.57079632679 -0.0 0.0
turntwist 25.0 17.0 9.0 0.0 1.57079632679 0
turn 25.0 17.0 8.0 3.14159265359 -0.0 3.14159265359
turntwist 24.0 17.0 8.0 -1.57079632679 -0.0 1.57079632679
turntwist 24.0 18.0 8.0 -1.57079632679 -1.57079632679 0
turn 24.0 18.0 9.0 0.0 -0.0 1.57079632679
turn 24.0 19.0 9.0 -1.57079632679 1.57079632679 0
turntwist 24.0 19.0 8.0 3.14159265359 -0.0 0.0
turn 25.0 19.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 25.0 19.0 9.0 0.0 -0.0 -1.57079632679
turn 25.0 18.0 9.0 1.57079632679 1.57079632679 0
turntwist 25.0 18.0 8.0 3.14159265359 -0.0 0.0
turn 26.0 18.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 26.0 18.0 9.0 0.0 -0.0 1.57079632679
turn 26.0 19.0 9.0 -1.57079632679 1.57079632679 0
turntwist 26.0 19.0 8.0 3.14159265359 -0.0 0.0
turn 27.0 19.0 8.0 -3.14159265359 -1.57079632679 0
turntwist 27.0 19.0 9.0 0.0 -0.0 -1.57079632679
turn 27.0 18.0 9.0 1.57079632679 1.57079632679 0
turn 27.0 18.0 8.0 3.14159265359 -0.0 -1.57079632679
straight 27.0 17.0 8.0 -1.57079632679 -0.0 3.14159265359
turntwist 27.0 16.0 8.0 -1.57079632679 -0.0 3.14159265359
turn 26.0 16.0 8.0 -1.57079632679 -0.0 1.57079632679
turntwist 26.0 17.0 8.0 -1.57079632679 -1.57079632679 0
turn 26.0 17.0 9.0 0.0 -0.0 -1.57079632679
turntwist 26.0 16.0 9.0 1.57079632679 -0.0 0.0
turn 27.0 16.0 9.0 1.57079632679 -0.0 1.57079632679
turntwist 27.0 17.0 9.0 -1.57079632679 -1.57079632679 0
turn 27.0 17.0 10.0 0.0 -0.0 -1.57079632679
turntwist 27.0 16.0 10.0 -1.57079632679 -0.0 3.14159265359
turn 26.0 16.0 10.0 -1.57079632679 -0.0 1.57079632679
turntwist 26.0 17.0 10.0 -1.57079632679 -1.57079632679 0
turn 26.0 17.0 11.0 0.0 -0.0 -1.57079632679
turntwist 26.0 16.0 11.0 1.57079632679 -0.0 0.0
turn 27.0 16.0 11.0 1.57079632679 -0.0 1.57079632679
straight 27.0 17.0 11.0 -1.57079632679 -1.57079632679 0
