#KIND POS_X POS_Y POS_Z EUL_PSI EUL_THETA EUL_PHI
turntwist 46.0 15.0 24.0 3.14159265359 -0.0 0.0
turn 47.0 15.0 24.0 -3.14159265359 -1.57079632679 0
turntwist 47.0 15.0 25.0 0.0 -0.0 -1.57079632679
turn 47.0 14.0 25.0 1.57079632679 1.57079632679 0
turn 47.0 14.0 24.0 3.14159265359 -0.0 -1.57079632679
turntwist 47.0 13.0 24.0 -1.57079632679 -0.0 3.14159265359
turntwist 46.0 13.0 24.0 0.0 -1.57079632679 0
turn 46.0 13.0 25.0 0.0 -0.0 0.0
turntwist 47.0 13.0 25.0 -1.57079632679 -0.0 -1.57079632679
turn 47.0 12.0 25.0 -1.57079632679 -0.0 3.14159265359
turntwist 46.0 12.0 25.0 3.14159265359 1.57079632679 0
turn 46.0 12.0 24.0 3.14159265359 -0.0 0.0
turntwist 47.0 12.0 24.0 -1.57079632679 -0.0 -1.57079632679
straight 47.0 11.0 24.0 1.57079632679 1.57079632679 0
turn 47.0 10.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 46.0 10.0 24.0 -1.57079632679 -0.0 1.57079632679
turntwist 46.0 11.0 24.0 -1.57079632679 -1.57079632679 0
turn 46.0 11.0 25.0 0.0 -0.0 -1.57079632679
turntwist 46.0 10.0 25.0 1.57079632679 -0.0 0.0
turn 47.0 10.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 47.0 11.0 25.0 -1.57079632679 -1.57079632679 0
turntwist 47.0 11.0 26.0 0.0 -0.0 3.14159265359
turn 46.0 11.0 26.0 0.0 -1.57079632679 0
turn 46.0 11.0 27.0 0.0 -0.0 0.0
turntwist 47.0 11.0 27.0 -1.57079632679 -0.0 -1.57079632679
turn 47.0 10.0 27.0 -1.57079632679 -0.0 3.14159265359
turntwist 46.0 10.0 27.0 3.14159265359 1.57079632679 0
turn 46.0 10.0 26.0 3.14159265359 -0.0 0.0
turntwist 47.0 10.0 26.0 -1.57079632679 -0.0 -1.57079632679
turn 47.0 9.0 26.0 -1.57079632679 -0.0 3.14159265359
turntwist 46.0 9.0 26.0 0.0 -1.57079632679 0
turn 46.0 9.0 27.0 0.0 -0.0 0.0
turntwist 47.0 9.0 27.0 -1.57079632679 -0.0 -1.57079632679
turn 47.0 8.0 27.0 -1.57079632679 -0.0 3.14159265359
turntwist 46.0 8.0 27.0 3.14159265359 1.57079632679 0
turn 46.0 8.0 26.0 3.14159265359 -0.0 0.0
turn 47.0 8.0 26.0 0.0 1.57079632679 0
straight 47.0 8.0 25.0 3.14159265359 -0.0 1.57079632679
turntwist 47.0 8.0 24.0 3.14159265359 -0.0 1.57079632679
turn 47.0 9.0 24.0 -1.57079632679 -1.57079632679 0
turntwist 47.0 9.0 25.0 0.0 -0.0 3.14159265359
turn 46.0 9.0 25.0 3.14159265359 1.57079632679 0
turntwist 46.0 9.0 24.0 3.14159265359 -0.0 -1.57079632679
turn 46.0 8.0 24.0 1.57079632679 -1.57079632679 0
turntwist 46.0 8.0 25.0 0.0 -0.0 3.14159265359
turn 45.0 8.0 25.0 3.14159265359 1.57079632679 0
turntwist 45.0 8.0 24.0 3.14159265359 -0.0 1.57079632679
turn 45.0 9.0 24.0 -1.57079632679 -1.57079632679 0
turntwist 45.0 9.0 25.0 0.0 -0.0 3.14159265359
turn 44.0 9.0 25.0 3.14159265359 1.57079632679 0
turntwist 44.0 9.0 24.0 3.14159265359 -0.0 -1.57079632679
turn 44.0 8.0 24.0 1.57079632679 -1.57079632679 0
straight 44.0 8.0 25.0 0.0 -0.0 3.14159265359
turntwist 44.0 8.0 26.0 0.0 -0.0 0.0
turn 45.0 8.0 26.0 -3.14159265359 -1.57079632679 0
turn 45.0 8.0 27.0 0.0 -0.0 3.14159265359
turntwist 44.0 8.0 27.0 -1.57079632679 -0.0 1.57079632679
turn 44.0 9.0 27.0 -1.57079632679 -0.0 0.0
turntwist 45.0 9.0 27.0 0.0 1.57079632679 0
turn 45.0 9.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 44.0 9.0 26.0 -1.57079632679 -0.0 1.57079632679
turn 44.0 10.0 26.0 -1.57079632679 -0.0 0.0
turntwist 45.0 10.0 26.0 -3.14159265359 -1.57079632679 0
turn 45.0 10.0 27.0 0.0 -0.0 3.14159265359
turntwist 44.0 10.0 27.0 -1.57079632679 -0.0 1.57079632679
turn 44.0 11.0 27.0 -1.57079632679 -0.0 0.0
turntwist 45.0 11.0 27.0 0.0 1.57079632679 0
turn 45.0 11.0 26.0 3.14159265359 -0.0 3.14159265359
turn 44.0 11.0 26.0 3.14159265359 1.57079632679 0
turntwist 44.0 11.0 25.0 3.14159265359 -0.0 -1.57079632679
turntwist 44.0 10.0 25.0 1.57079632679 -0.0 0.0
turn 45.0 10.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 45.0 11.0 25.0 -1.57079632679 1.57079632679 0
turn 45.0 11.0 24.0 3.14159265359 -0.0 -1.57079632679
turntwist 45.0 10.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 44.0 10.0 24.0 -1.57079632679 -0.0 1.57079632679
turn 44.0 11.0 24.0 1.57079632679 -0.0 3.14159265359
turn 43.0 11.0 24.0 1.57079632679 -0.0 -1.57079632679
turn 43.0 10.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 10.0 24.0 -1.57079632679 -0.0 1.57079632679
turntwist 42.0 11.0 24.0 -1.57079632679 -1.57079632679 0
turn 42.0 11.0 25.0 0.0 -0.0 -1.57079632679
turntwist 42.0 10.0 25.0 1.57079632679 -0.0 0.0
turn 43.0 10.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 43.0 11.0 25.0 -1.57079632679 -1.57079632679 0
turntwist 43.0 11.0 26.0 0.0 -0.0 3.14159265359
turn 42.0 11.0 26.0 0.0 -1.57079632679 0
turn 42.0 11.0 27.0 0.0 -0.0 0.0
turntwist 43.0 11.0 27.0 -1.57079632679 -0.0 -1.57079632679
turn 43.0 10.0 27.0 -1.57079632679 -0.0 3.14159265359
turntwist 42.0 10.0 27.0 3.14159265359 1.57079632679 0
turn 42.0 10.0 26.0 3.14159265359 -0.0 0.0
turntwist 43.0 10.0 26.0 -1.57079632679 -0.0 -1.57079632679
turn 43.0 9.0 26.0 -1.57079632679 -0.0 3.14159265359
turntwist 42.0 9.0 26.0 0.0 -1.57079632679 0
turn 42.0 9.0 27.0 0.0 -0.0 0.0
turntwist 43.0 9.0 27.0 -1.57079632679 -0.0 -1.57079632679
turn 43.0 8.0 27.0 -1.57079632679 -0.0 3.14159265359
turntwist 42.0 8.0 27.0 3.14159265359 1.57079632679 0
turn 42.0 8.0 26.0 3.14159265359 -0.0 0.0
turn 43.0 8.0 26.0 0.0 1.57079632679 0
straight 43.0 8.0 25.0 3.14159265359 -0.0 1.57079632679
turntwist 43.0 8.0 24.0 3.14159265359 -0.0 1.57079632679
turn 43.0 9.0 24.0 -1.57079632679 -1.57079632679 0
turntwist 43.0 9.0 25.0 0.0 -0.0 3.14159265359
turn 42.0 9.0 25.0 3.14159265359 1.57079632679 0
turntwist 42.0 9.0 24.0 3.14159265359 -0.0 -1.57079632679
turn 42.0 8.0 24.0 1.57079632679 -1.57079632679 0
turntwist 42.0 8.0 25.0 0.0 -0.0 3.14159265359
turn 41.0 8.0 25.0 3.14159265359 1.57079632679 0
turntwist 41.0 8.0 24.0 3.14159265359 -0.0 1.57079632679
turn 41.0 9.0 24.0 -1.57079632679 -1.57079632679 0
turntwist 41.0 9.0 25.0 0.0 -0.0 3.14159265359
turn 40.0 9.0 25.0 3.14159265359 1.57079632679 0
turntwist 40.0 9.0 24.0 3.14159265359 -0.0 -1.57079632679
turn 40.0 8.0 24.0 1.57079632679 -1.57079632679 0
straight 40.0 8.0 25.0 0.0 -0.0 3.14159265359
turntwist 40.0 8.0 26.0 0.0 -0.0 0.0
turn 41.0 8.0 26.0 -3.14159265359 -1.57079632679 0
turn 41.0 8.0 27.0 0.0 -0.0 3.14159265359
turntwist 40.0 8.0 27.0 -1.57079632679 -0.0 1.57079632679
turn 40.0 9.0 27.0 -1.57079632679 -0.0 0.0
turntwist 41.0 9.0 27.0 0.0 1.57079632679 0
turn 41.0 9.0 26.0 3.14159265359 -0.0 3.14159265359
turntwist 40.0 9.0 26.0 -1.57079632679 -0.0 1.57079632679
turn 40.0 10.0 26.0 -1.57079632679 -0.0 0.0
turntwist 41.0 10.0 26.0 -3.14159265359 -1.57079632679 0
turn 41.0 10.0 27.0 0.0 -0.0 3.14159265359
turntwist 40.0 10.0 27.0 -1.57079632679 -0.0 1.57079632679
turn 40.0 11.0 27.0 -1.57079632679 -0.0 0.0
turntwist 41.0 11.0 27.0 0.0 1.57079632679 0
turn 41.0 11.0 26.0 3.14159265359 -0.0 3.14159265359
turn 40.0 11.0 26.0 3.14159265359 1.57079632679 0
turntwist 40.0 11.0 25.0 3.14159265359 -0.0 -1.57079632679
turntwist 40.0 10.0 25.0 1.57079632679 -0.0 0.0
turn 41.0 10.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 41.0 11.0 25.0 -1.57079632679 1.57079632679 0
turn 41.0 11.0 24.0 3.14159265359 -0.0 -1.57079632679
turntwist 41.0 10.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 40.0 10.0 24.0 -1.57079632679 -0.0 1.57079632679
straight 40.0 11.0 24.0 -1.57079632679 1.57079632679 0
turntwist 40.0 12.0 24.0 -1.57079632679 -1.57079632679 0
turn 40.0 12.0 25.0 0.0 -0.0 1.57079632679
turn 40.0 13.0 25.0 -1.57079632679 1.57079632679 0
turntwist 40.0 13.0 24.0 3.14159265359 -0.0 0.0
turn 41.0 13.0 24.0 -3.14159265359 -1.57079632679 0
turntwist 41.0 13.0 25.0 0.0 -0.0 -1.57079632679
turn 41.0 12.0 25.0 1.57079632679 1.57079632679 0
turntwist 41.0 12.0 24.0 3.14159265359 -0.0 0.0
turntwist 42.0 12.0 24.0 1.57079632679 -0.0 1.57079632679
turn 42.0 13.0 24.0 -1.57079632679 -0.0 0.0
turn 43.0 13.0 24.0 -1.57079632679 -0.0 -1.57079632679
turntwist 43.0 12.0 24.0 1.57079632679 -1.57079632679 0
turn 43.0 12.0 25.0 0.0 -0.0 1.57079632679
turntwist 43.0 13.0 25.0 1.57079632679 -0.0 3.14159265359
turn 42.0 13.0 25.0 1.57079632679 -0.0 -1.57079632679
turntwist 42.0 12.0 25.0 1.57079632679 -1.57079632679 0
turn 42.0 12.0 26.0 0.0 -0.0 1.57079632679
turntwist 42.0 13.0 26.0 -1.57079632679 -0.0 0.0
turn 43.0 13.0 26.0 -1.57079632679 -0.0 -1.57079632679
turntwist 43.0 12.0 26.0 1.57079632679 -1.57079632679 0
turn 43.0 12.0 27.0 0.0 -0.0 1.57079632679
turntwist 43.0 13.0 27.0 1.57079632679 -0.0 3.14159265359
turn 42.0 13.0 27.0 1.57079632679 -0.0 -1.57079632679
turn 42.0 12.0 27.0 -1.57079632679 -0.0 3.14159265359
straight 41.0 12.0 27.0 3.14159265359 1.57079632679 0
turntwist 40.0 12.0 27.0 3.14159265359 1.57079632679 0
turn 40.0 12.0 26.0 3.14159265359 -0.0 0.0
turntwist 41.0 12.0 26.0 1.57079632679 -0.0 1.57079632679
turn 41.0 13.0 26.0 1.57079632679 -0.0 3.14159265359
turntwist 40.0 13.0 26.0 0.0 -1.57079632679 0
turn 40.0 13.0 27.0 0.0 -0.0 0.0
turntwist 41.0 13.0 27.0 1.57079632679 -0.0 1.57079632679
turn 41.0 14.0 27.0 1.57079632679 -0.0 3.14159265359
turntwist 40.0 14.0 27.0 3.14159265359 1.57079632679 0
turn 40.0 14.0 26.0 3.14159265359 -0.0 0.0
turntwist 41.0 14.0 26.0 1.57079632679 -0.0 1.57079632679
turn 41.0 15.0 26.0 1.57079632679 -0.0 3.14159265359
turntwist 40.0 15.0 26.0 0.0 -1.57079632679 0
turn 40.0 15.0 27.0 0.0 -0.0 0.0
straight 41.0 15.0 27.0 1.57079632679 -0.0 1.57079632679
turntwist 42.0 15.0 27.0 -1.57079632679 -0.0 -1.57079632679
turn 42.0 14.0 27.0 1.57079632679 -0.0 0.0
turn 43.0 14.0 27.0 1.57079632679 -0.0 1.57079632679
turntwist 43.0 15.0 27.0 -1.57079632679 1.57079632679 0
turn 43.0 15.0 26.0 3.14159265359 -0.0 -1.57079632679
turntwist 43.0 14.0 26.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 14.0 26.0 -1.57079632679 -0.0 1.57079632679
turntwist 42.0 15.0 26.0 -1.57079632679 1.57079632679 0
turn 42.0 15.0 25.0 3.14159265359 -0.0 -1.57079632679
turntwist 42.0 14.0 25.0 1.57079632679 -0.0 0.0
turn 43.0 14.0 25.0 1.57079632679 -0.0 1.57079632679
turntwist 43.0 15.0 25.0 -1.57079632679 1.57079632679 0
turn 43.0 15.0 24.0 3.14159265359 -0.0 -1.57079632679
turntwist 43.0 14.0 24.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 14.0 24.0 -1.57079632679 -0.0 1.57079632679
turn 42.0 15.0 24.0 1.57079632679 -0.0 3.14159265359
turntwist 41.0 15.0 24.0 0.0 -1.57079632679 0
turntwist 41.0 15.0 25.0 0.0 -0.0 -1.57079632679
turn 41.0 14.0 25.0 1.57079632679 1.57079632679 0
turntwist 41.0 14.0 24.0 3.14159265359 -0.0 3.14159265359
turn 40.0 14.0 24.0 0.0 -1.57079632679 0
turntwist 40.0 14.0 25.0 0.0 -0.0 1.57079632679
turn 40.0 15.0 25.0 -1.57079632679 1.57079632679 0
straight 40.0 15.0 24.0 3.14159265359 -0.0 3.14159265359
straight 40.0 15.0 23.0 3.14159265359 -0.0 3.14159265359
turn 40.0 15.0 22.0 3.14159265359 -0.0 -1.57079632679
turn 40.0 14.0 22.0 1.57079632679 -1.57079632679 0
turntwist 40.0 14.0 23.0 0.0 -0.0 0.0
turn 41.0 14.0 23.0 0.0 1.57079632679 0
turntwist 41.0 14.0 22.0 3.14159265359 -0.0 1.57079632679
turn 41.0 15.0 22.0 -1.57079632679 -1.57079632679 0
turntwist 41.0 15.0 23.0 0.0 -0.0 0.0
turntwist 42.0 15.0 23.0 -1.57079632679 -0.0 -1.57079632679
turn 42.0 14.0 23.0 1.57079632679 -0.0 0.0
turn 43.0 14.0 23.0 1.57079632679 -0.0 1.57079632679
turntwist 43.0 15.0 23.0 -1.57079632679 1.57079632679 0
turn 43.0 15.0 22.0 3.14159265359 -0.0 -1.57079632679
turntwist 43.0 14.0 22.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 14.0 22.0 -1.57079632679 -0.0 1.57079632679
turntwist 42.0 15.0 22.0 -1.57079632679 1.57079632679 0
turn 42.0 15.0 21.0 3.14159265359 -0.0 -1.57079632679
turntwist 42.0 14.0 21.0 1.57079632679 -0.0 0.0
turn 43.0 14.0 21.0 1.57079632679 -0.0 1.57079632679
turntwist 43.0 15.0 21.0 -1.57079632679 1.57079632679 0
turn 43.0 15.0 20.0 3.14159265359 -0.0 -1.57079632679
turntwist 43.0 14.0 20.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 14.0 20.0 -1.57079632679 -0.0 1.57079632679
turn 42.0 15.0 20.0 1.57079632679 -0.0 3.14159265359
straight 41.0 15.0 20.0 0.0 -1.57079632679 0
turntwist 40.0 15.0 20.0 0.0 -1.57079632679 0
turn 40.0 15.0 21.0 0.0 -0.0 0.0
turntwist 41.0 15.0 21.0 -1.57079632679 -0.0 -1.57079632679
turn 41.0 14.0 21.0 -1.57079632679 -0.0 3.14159265359
turntwist 40.0 14.0 21.0 3.14159265359 1.57079632679 0
turn 40.0 14.0 20.0 3.14159265359 -0.0 0.0
turntwist 41.0 14.0 20.0 -1.57079632679 -0.0 -1.57079632679
turn 41.0 13.0 20.0 -1.57079632679 -0.0 3.14159265359
turntwist 40.0 13.0 20.0 0.0 -1.57079632679 0
turn 40.0 13.0 21.0 0.0 -0.0 0.0
turntwist 41.0 13.0 21.0 -1.57079632679 -0.0 -1.57079632679
turn 41.0 12.0 21.0 -1.57079632679 -0.0 3.14159265359
turntwist 40.0 12.0 21.0 3.14159265359 1.57079632679 0
turn 40.0 12.0 20.0 3.14159265359 -0.0 0.0
straight 41.0 12.0 20.0 -1.57079632679 -0.0 -1.57079632679
turntwist 42.0 12.0 20.0 1.57079632679 -0.0 1.57079632679
turn 42.0 13.0 20.0 -1.57079632679 -0.0 0.0
turn 43.0 13.0 20.0 -1.57079632679 -0.0 -1.57079632679
turntwist 43.0 12.0 20.0 1.57079632679 -1.57079632679 0
turn 43.0 12.0 21.0 0.0 -0.0 1.57079632679
turntwist 43.0 13.0 21.0 1.57079632679 -0.0 3.14159265359
turn 42.0 13.0 21.0 1.57079632679 -0.0 -1.57079632679
turntwist 42.0 12.0 21.0 1.57079632679 -1.57079632679 0
turn 42.0 12.0 22.0 0.0 -0.0 1.57079632679
turntwist 42.0 13.0 22.0 -1.57079632679 -0.0 0.0
turn 43.0 13.0 22.0 -1.57079632679 -0.0 -1.57079632679
turntwist 43.0 12.0 22.0 1.57079632679 -1.57079632679 0
turn 43.0 12.0 23.0 0.0 -0.0 1.57079632679
turntwist 43.0 13.0 23.0 1.57079632679 -0.0 3.14159265359
turn 42.0 13.0 23.0 1.57079632679 -0.0 -1.57079632679
turn 42.0 12.0 23.0 -1.57079632679 -0.0 3.14159265359
turntwist 41.0 12.0 23.0 3.14159265359 1.57079632679 0
turntwist 41.0 12.0 22.0 3.14159265359 -0.0 1.57079632679
turn 41.0 13.0 22.0 -1.57079632679 -1.57079632679 0
turntwist 41.0 13.0 23.0 0.0 -0.0 3.14159265359
turn 40.0 13.0 23.0 3.14159265359 1.57079632679 0
turntwist 40.0 13.0 22.0 3.14159265359 -0.0 -1.57079632679
turn 40.0 12.0 22.0 1.57079632679 -1.57079632679 0
turn 40.0 12.0 23.0 0.0 -0.0 -1.57079632679
straight 40.0 11.0 23.0 1.57079632679 -0.0 0.0
turntwist 40.0 10.0 23.0 1.57079632679 -0.0 0.0
turn 41.0 10.0 23.0 1.57079632679 -0.0 1.57079632679
turntwist 41.0 11.0 23.0 -1.57079632679 1.57079632679 0
turn 41.0 11.0 22.0 3.14159265359 -0.0 -1.57079632679
turntwist 41.0 10.0 22.0 -1.57079632679 -0.0 3.14159265359
turn 40.0 10.0 22.0 -1.57079632679 -0.0 1.57079632679
turntwist 40.0 11.0 22.0 -1.57079632679 1.57079632679 0
turntwist 40.0 11.0 21.0 3.14159265359 -0.0 0.0
turn 41.0 11.0 21.0 0.0 1.57079632679 0
turn 41.0 11.0 20.0 3.14159265359 -0.0 3.14159265359
turntwist 40.0 11.0 20.0 1.57079632679 -0.0 -1.57079632679
turn 40.0 10.0 20.0 1.57079632679 -0.0 0.0
turntwist 41.0 10.0 20.0 -3.14159265359 -1.57079632679 0
turn 41.0 10.0 21.0 0.0 -0.0 3.14159265359
turntwist 40.0 10.0 21.0 1.57079632679 -0.0 -1.57079632679
turn 40.0 9.0 21.0 1.57079632679 -0.0 0.0
turntwist 41.0 9.0 21.0 0.0 1.57079632679 0
turn 41.0 9.0 20.0 3.14159265359 -0.0 3.14159265359
turntwist 40.0 9.0 20.0 1.57079632679 -0.0 -1.57079632679
turn 40.0 8.0 20.0 1.57079632679 -0.0 0.0
turntwist 41.0 8.0 20.0 -3.14159265359 -1.57079632679 0
turn 41.0 8.0 21.0 0.0 -0.0 3.14159265359
turn 40.0 8.0 21.0 0.0 -1.57079632679 0
straight 40.0 8.0 22.0 0.0 -0.0 1.57079632679
turntwist 40.0 8.0 23.0 0.0 -0.0 1.57079632679
turn 40.0 9.0 23.0 -1.57079632679 1.57079632679 0
turntwist 40.0 9.0 22.0 3.14159265359 -0.0 0.0
turn 41.0 9.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 41.0 9.0 23.0 0.0 -0.0 -1.57079632679
turn 41.0 8.0 23.0 1.57079632679 1.57079632679 0
turntwist 41.0 8.0 22.0 3.14159265359 -0.0 0.0
turn 42.0 8.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 42.0 8.0 23.0 0.0 -0.0 1.57079632679
turn 42.0 9.0 23.0 -1.57079632679 1.57079632679 0
turntwist 42.0 9.0 22.0 3.14159265359 -0.0 0.0
turn 43.0 9.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 43.0 9.0 23.0 0.0 -0.0 -1.57079632679
turn 43.0 8.0 23.0 1.57079632679 1.57079632679 0
straight 43.0 8.0 22.0 3.14159265359 -0.0 0.0
turntwist 43.0 8.0 21.0 3.14159265359 -0.0 3.14159265359
turn 42.0 8.0 21.0 3.14159265359 1.57079632679 0
turn 42.0 8.0 20.0 3.14159265359 -0.0 0.0
turntwist 43.0 8.0 20.0 1.57079632679 -0.0 1.57079632679
turn 43.0 9.0 20.0 1.57079632679 -0.0 3.14159265359
turntwist 42.0 9.0 20.0 0.0 -1.57079632679 0
turn 42.0 9.0 21.0 0.0 -0.0 0.0
turntwist 43.0 9.0 21.0 1.57079632679 -0.0 1.57079632679
turn 43.0 10.0 21.0 1.57079632679 -0.0 3.14159265359
turntwist 42.0 10.0 21.0 3.14159265359 1.57079632679 0
turn 42.0 10.0 20.0 3.14159265359 -0.0 0.0
turntwist 43.0 10.0 20.0 1.57079632679 -0.0 1.57079632679
turn 43.0 11.0 20.0 1.57079632679 -0.0 3.14159265359
turntwist 42.0 11.0 20.0 0.0 -1.57079632679 0
turn 42.0 11.0 21.0 0.0 -0.0 0.0
turn 43.0 11.0 21.0 -3.14159265359 -1.57079632679 0
turntwist 43.0 11.0 22.0 0.0 -0.0 -1.57079632679
turntwist 43.0 10.0 22.0 -1.57079632679 -0.0 3.14159265359
turn 42.0 10.0 22.0 -1.57079632679 -0.0 1.57079632679
turntwist 42.0 11.0 22.0 -1.57079632679 -1.57079632679 0
turn 42.0 11.0 23.0 0.0 -0.0 -1.57079632679
turntwist 42.0 10.0 23.0 1.57079632679 -0.0 0.0
turn 43.0 10.0 23.0 1.57079632679 -0.0 1.57079632679
turn 43.0 11.0 23.0 -1.57079632679 -0.0 0.0
turn 44.0 11.0 23.0 -1.57079632679 -0.0 -1.57079632679
turn 44.0 10.0 23.0 1.57079632679 -0.0 0.0
turn 45.0 10.0 23.0 1.57079632679 -0.0 1.57079632679
turntwist 45.0 11.0 23.0 -1.57079632679 1.57079632679 0
turn 45.0 11.0 22.0 3.14159265359 -0.0 -1.57079632679
turntwist 45.0 10.0 22.0 -1.57079632679 -0.0 3.14159265359
turn 44.0 10.0 22.0 -1.57079632679 -0.0 1.57079632679
turntwist 44.0 11.0 22.0 -1.57079632679 1.57079632679 0
turntwist 44.0 11.0 21.0 3.14159265359 -0.0 0.0
turn 45.0 11.0 21.0 0.0 1.57079632679 0
turn 45.0 11.0 20.0 3.14159265359 -0.0 3.14159265359
turntwist 44.0 11.0 20.0 1.57079632679 -0.0 -1.57079632679
turn 44.0 10.0 20.0 1.57079632679 -0.0 0.0
turntwist 45.0 10.0 20.0 -3.14159265359 -1.57079632679 0
turn 45.0 10.0 21.0 0.0 -0.0 3.14159265359
turntwist 44.0 10.0 21.0 1.57079632679 -0.0 -1.57079632679
turn 44.0 9.0 21.0 1.57079632679 -0.0 0.0
turntwist 45.0 9.0 21.0 0.0 1.57079632679 0
turn 45.0 9.0 20.0 3.14159265359 -0.0 3.14159265359
turntwist 44.0 9.0 20.0 1.57079632679 -0.0 -1.57079632679
turn 44.0 8.0 20.0 1.57079632679 -0.0 0.0
turntwist 45.0 8.0 20.0 -3.14159265359 -1.57079632679 0
turn 45.0 8.0 21.0 0.0 -0.0 3.14159265359
turn 44.0 8.0 21.0 0.0 -1.57079632679 0
straight 44.0 8.0 22.0 0.0 -0.0 1.57079632679
turntwist 44.0 8.0 23.0 0.0 -0.0 1.57079632679
turn 44.0 9.0 23.0 -1.57079632679 1.57079632679 0
turntwist 44.0 9.0 22.0 3.14159265359 -0.0 0.0
turn 45.0 9.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 45.0 9.0 23.0 0.0 -0.0 -1.57079632679
turn 45.0 8.0 23.0 1.57079632679 1.57079632679 0
turntwist 45.0 8.0 22.0 3.14159265359 -0.0 0.0
turn 46.0 8.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 46.0 8.0 23.0 0.0 -0.0 1.57079632679
turn 46.0 9.0 23.0 -1.57079632679 1.57079632679 0
turntwist 46.0 9.0 22.0 3.14159265359 -0.0 0.0
turn 47.0 9.0 22.0 -3.14159265359 -1.57079632679 0
turntwist 47.0 9.0 23.0 0.0 -0.0 -1.57079632679
turn 47.0 8.0 23.0 1.57079632679 1.57079632679 0
straight 47.0 8.0 22.0 3.14159265359 -0.0 0.0
turntwist 47.0 8.0 21.0 3.14159265359 -0.0 3.14159265359
turn 46.0 8.0 21.0 3.14159265359 1.57079632679 0
turn 46.0 8.0 20.0 3.14159265359 -0.0 0.0
turntwist 47.0 8.0 20.0 1.57079632679 -0.0 1.57079632679
turn 47.0 9.0 20.0 1.57079632679 -0.0 3.14159265359
turntwist 46.0 9.0 20.0 0.0 -1.57079632679 0
turn 46.0 9.0 21.0 0.0 -0.0 0.0
turntwist 47.0 9.0 21.0 1.57079632679 -0.0 1.57079632679
turn 47.0 10.0 21.0 1.57079632679 -0.0 3.14159265359
turntwist 46.0 10.0 21.0 3.14159265359 1.57079632679 0
turn 46.0 10.0 20.0 3.14159265359 -0.0 0.0
turntwist 47.0 10.0 20.0 1.57079632679 -0.0 1.57079632679
turn 47.0 11.0 20.0 1.57079632679 -0.0 3.14159265359
turntwist 46.0 11.0 20.0 0.0 -1.57079632679 0
turn 46.0 11.0 21.0 0.0 -0.0 0.0
turn 47.0 11.0 21.0 -3.14159265359 -1.57079632679 0
turntwist 47.0 11.0 22.0 0.0 -0.0 -1.57079632679
turntwist 47.0 10.0 22.0 -1.57079632679 -0.0 3.14159265359
turn 46.0 10.0 22.0 -1.57079632679 -0.0 1.57079632679
turntwist 46.0 11.0 22.0 -1.57079632679 -1.57079632679 0
turn 46.0 11.0 23.0 0.0 -0.0 -1.57079632679
turntwist 46.0 10.0 23.0 1.57079632679 -0.0 0.0
turn 47.0 10.0 23.0 1.57079632679 -0.0 1.57079632679
straight 47.0 11.0 23.0 -1.57079632679 -1.57079632679 0
turn 47.0 12.0 23.0 1.57079632679 -0.0 3.14159265359
turntwist 46.0 12.0 23.0 3.14159265359 1.57079632679 0
turn 46.0 12.0 22.0 3.14159265359 -0.0 0.0
turntwist 47.0 12.0 22.0 1.57079632679 -0.0 1.57079632679
turn 47.0 13.0 22.0 1.57079632679 -0.0 3.14159265359
turntwist 46.0 13.0 22.0 0.0 -1.57079632679 0
turn 46.0 13.0 23.0 0.0 -0.0 0.0
turntwist 47.0 13.0 23.0 1.57079632679 -0.0 1.57079632679
turntwist 47.0 14.0 23.0 -1.57079632679 1.57079632679 0
turn 47.0 14.0 22.0 3.14159265359 -0.0 1.57079632679
turn 47.0 15.0 22.0 -1.57079632679 -1.57079632679 0
turntwist 47.0 15.0 23.0 0.0 -0.0 3.14159265359
turn 46.0 15.0 23.0 3.14159265359 1.57079632679 0
turntwist 46.0 15.0 22.0 3.14159265359 -0.0 -1.57079632679
turn 46.0 14.0 22.0 1.57079632679 -1.57079632679 0
turntwist 46.0 14.0 23.0 0.0 -0.0 3.14159265359
turn 45.0 14.0 23.0 3.14159265359 1.57079632679 0
turntwist 45.0 14.0 22.0 3.14159265359 -0.0 1.57079632679
turn 45.0 15.0 22.0 -1.57079632679 -1.57079632679 0
turntwist 45.0 15.0 23.0 0.0 -0.0 3.14159265359
turn 44.0 15.0 23.0 3.14159265359 1.57079632679 0
